"parent equipment class name","equipment class name","equipment class definition","abstract class flag","CFIHOS unique id","spare part info required","reason for having class","synonym","created date","modified date","terminated date","change request number","status"
"infrastructure","jetty","Is a loading and/or unloading system which is located in water deep enough for a ship to moor.","no","CFIHOS-30000111","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"tool","lathe","In woodturning, metalworking, metalspinning, and glassworking, a lathe is a machine tool which spins a block of material so that when abrasive, cutting, or deformation tools are applied to the block, it can be shaped to produce an object which has rotational symmetry about an axis of rotation.","no","CFIHOS-30000112","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"instrument equipment","level instrument","A physical object that detects levels; records, modifies and/or displays or performs a combination of these activities.","yes","CFIHOS-30000113","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0014;CR0030;CR0029;FR60","TERMINATED"
"health, safety and environment equipment class","life buoy","An artefact for the rescue of personnel from an installation in the case of an emergency situation.","no","CFIHOS-30000114","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"health, safety and environment equipment class","life buoy light","A facility to give light when the life buoy is in the water.","no","CFIHOS-30000115","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"marine","life raft","An artefact which is a raft for emergency situations.","no","CFIHOS-30000116","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"lifting device","lifting beam","Is a solid or fabricated metal or wooden beam, suspended from a hoist/crane or from a forklift, designed to provide multiple lifting points.","no","CFIHOS-30000117","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"lifting device","lifting cap","A lifting device also serving as a cover or protection.","no","CFIHOS-30000118","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"piping and pipeline equipment","line blind","A functional unit used to blind off a process stream.","no","CFIHOS-30000119","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"analysing instrument","liquid composition analyser","An analyser for liquid.","no","CFIHOS-30000120","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"detector","liquid detector","A detector which is capable of detecting selected types of liquids.","no","CFIHOS-30000121","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","load bank","Is an electrical component intended to provide a load on an electrical circuit for test purposes.","no","CFIHOS-30000122","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"detecting element","load cell","A transducer which produces a signal with a defined relationship to the force applied to it.","no","CFIHOS-30000123","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0014;CR0028;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","logic cap","A retrievable and configurable device to route and re-route flow true the cap.","no","CFIHOS-30000124","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"mechanical equipment class","louvre","An artefact which contains fins or vanes intended to control a flow of air. Typically also to separate water droplets from an air stream.","no","CFIHOS-30000125","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0011;CR0030;CR0029;FR60","STANDARD"
"level transmitter","magnetic level transmitter","A level transmitter which uses a floater and magnetic contacts to measure and transmit level.","no","CFIHOS-30000126","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0014;CR0029;CR0030;FR60","STANDARD"
"health, safety and environment equipment class","manual call point","A manual call point is a device which enables personnel to raise an alarm in the event of a fire incident by pressing a frangible element to activate the alarm system.","no","CFIHOS-30000127","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"control switch","manual control switch","A control switch that is operated by a person.","no","CFIHOS-30000128","yes","Owner Operator RDL Alignment","hand switch","2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0014;CR0028;CR0029;FR60;FR74","STANDARD"
"mechanical equipment class","marine","A physical object that is related to the sea or sea transport.","yes","CFIHOS-30000129","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","mast","Is a support (item).","no","CFIHOS-30000130","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60;FR74","STANDARD"
"other mechanical equipment","mechanical connector","An artefact which is a pipeline fitting used to create a rigid pressure containing joint in a pipeline or flowline.","no","CFIHOS-30000131","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"tool","meter prover","An artefact for the calibration of flow meters.","no","CFIHOS-30000132","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0012;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","microphone","A microphone, sometimes called a mic (pronounced mike), is a device that converts sound into an electrical signal.","no","CFIHOS-30000133","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"equipment class","miscellaneous equipment","An equipment class that contains classes that not covered by any other parent class.","yes","CFIHOS-30000134","no",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","modem","Short for modulator/demodulator. A communications device that converts one form of a signal to another that is suitable for transmission over communication circuits, typically from digital to analogue and then from analogue to digital.","no","CFIHOS-30000135","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"other mechanical equipment","mounting bracket","Is a bracket intended to attach an item to another item.","no","CFIHOS-30000136","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"analysing instrument","multi property analyser","An analyser giving as output a signal that represents more than one physical properties of the analysed substance.","no","CFIHOS-30000137","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0002;CR0005;CR0029;CR0030;FR60","STANDARD"
"IT and telecom equipment","multiplexer","Is an artefact intended for a number of input channels to share one output channel.","no","CFIHOS-30000138","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"IT and telecom equipment","net oil computer","A very accurate flow meter used to record oil exports.","no","CFIHOS-30000139","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z",,"CR0005;CR0030;CR0029;FR60","STANDARD"
"electrical equipment class","nitrogen generator","An apparatus that produces nitrogen gas","no","CFIHOS-30000140","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0005;CR0012;CR0029;FR60","TERMINATED"
"valve instrument","NRA ball valve","A valve not designed to regulate flow (e.g. on/off). A valve which has a ball closure member. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000141","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA butterfly valve","A valve not designed to regulate flow (e.g. on/off). A valve which has a closure member of a disk type with a shaft parallel, or near parallel, to the plane of the disk, with an axis of rotation transverse to the flow direction. Includes an actuator that","no","CFIHOS-30000142","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA choke valve","A valve not designed to regulate flow (e.g. on/off). A valve which obstruct the fluid passing inside and has the ability to reduce the pressure from the inlet port to the outlet port. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000143","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA eccentric rotating disc valve","A valve not designed to regulate flow (e.g. on/off). A valve which closing member is an eccentric rotating disc. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000144","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA gate valve","A valve not designed to regulate flow (e.g. on/off). A valve where the closure member is a gate or disk with a linear motion parallel, or nearly parallel, to the plane of flat seats, which are transverse to the direction of flow. Includes an actuator that","no","CFIHOS-30000145","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA multi way plug valve","A valve not designed to regulate flow (e.g. on/off). A multi way plug valve which has the possibility of three distinct paths for flow through it. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000146","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRA multiple orifice valve","A valve not designed to regulate flow (e.g. on/off). A valve with multiple orifices or flow-restriction device to control fluid flow. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000147","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA piston check valve","A valve not designed to regulate flow (e.g. on/off). A valve in which the closure member is lifted from the seat during forward flow. A valve with a free gravity or spring-loaded piston type closure member. Includes an actuator that needs auxiliary power","no","CFIHOS-30000148","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve instrument","NRA plug valve","A valve not designed to regulate flow (e.g. on/off). A valve with a quarter turn action in which the closure member is a cylindrical or tapered plug which operates by rotating on its axis and sealing against a downstream seat. Includes an actuator that ne","no","CFIHOS-30000149","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRA swing check valve","A valve not designed to regulate flow (e.g. on/off). A valve in which the closure member is lifted from the seat during forward flow. A valve where the closure member is a disk which swings freely on a hinge and which opens automatically when flow is esta","no","CFIHOS-30000150","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRA wafer check valve","A valve not designed to regulate flow (e.g. on/off). A valve in which the closure member is lifted from the seat during forward flow. A valve with a wafer pattern valve body. Includes an actuator that needs auxiliary power to operate.","no","CFIHOS-30000151","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM ball valve","A valve not designed to regulate flow (e.g. on/off). A valve which has a ball closure member. Is manually operated.","no","CFIHOS-30000152","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM butterfly valve","A valve not designed to regulate flow (e.g. on/off). A valve which has a closure member of a disk type with a shaft parallel, or near parallel, to the plane of the disk, with an axis of rotation transverse to the flow direction. Is manually operated.","no","CFIHOS-30000153","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM choke valve","A valve not designed to regulate flow (e.g. on/off). A valve which obstruct the fluid passing inside and has the ability to reduce the pressure from the inlet port to the outlet port. Is manually operated.","no","CFIHOS-30000154","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM eccentric rotating disc valve","A valve not designed to regulate flow (e.g. on/off). A valve which closing member is an eccentric rotating disc. Is manually operated.","no","CFIHOS-30000155","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM gate valve","A valve not designed to regulate flow (e.g. on/off). A valve where the closure member is a gate or disk with a linear motion parallel, or nearly parallel, to the plane of flat seats, which are transverse to the direction of flow. Is manually operated.","no","CFIHOS-30000156","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM multi way plug valve","A valve not designed to regulate flow (e.g. on/off). A multi way plug valve which has the possibility of three distinct paths for flow through it. Is manually operated.","no","CFIHOS-30000157","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
"valve (non DCS connected)","NRM multiple orifice valve","A valve not designed to regulate flow (e.g. on/off). A valve with multiple orifices or flow-restriction device to control fluid flow. Is manually operated.","no","CFIHOS-30000158","yes",,,"2019-10-01T00:47:46.434Z","2021-10-12T14:57:36.093Z","2021-10-12T14:57:36.093Z","CR0002;CR0005;CR0011;CR0029;FR60","TERMINATED"
